0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.853981633974482790e-01 4.636476090008061490e-01 0.000000000000000000e+00 -4.636476090008061490e-01 0.000000000000000000e+00 0.000000000000000000e+00 -7.677189126977804201e-02 -1.526493283952651825e-01 -2.267988480538858931e-01 -2.984989315861792947e-01 -3.671738338182192196e-01 -7.853981633974482790e-01 -9.272952180016122981e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.853981633974482790e-01 0.000000000000000000e+00 -7.853981633974482790e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.107148717794090409e+00 7.853981633974482790e-01 0.000000000000000000e+00 -7.853981633974482790e-01 0.000000000000000000e+00 0.000000000000000000e+00 -8.314123188844123324e-02 -1.651486774146267988e-01 -2.449786631268641157e-01 -3.217505543966421855e-01 -3.947911196997614947e-01 -9.827937232473290541e-01 -1.107148717794090409e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.570796326794896558e+00 1.256637061435917246e+01 -1.570796326794896558e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.570796326794896558e+00 1.570796326794896558e+00 1.256637061435917246e+01 -1.570796326794896558e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.065988720074510954e-02 -1.798534997924782775e-01 -2.662520491509253184e-01 -3.487710035839070022e-01 -1.107148717794090409e+00 -1.249045772398254428e+00 8.314123188844123324e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.356194490192344837e+00 3.141592653589793116e+00 3.926990816987241395e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.034443935795702707e+00 2.356194490192344837e+00 3.141592653589793116e+00 3.926990816987241395e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.966865249116203807e-02 -1.973955598498807473e-01 1.256637061435917246e+01 -3.805063771123649019e-01 -1.570796326794896558e+00 1.798534997924782775e-01 9.065988720074510954e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.677945044588987411e+00 3.141592653589793116e+00 3.605240262590598821e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.356194490192344837e+00 2.677945044588987411e+00 3.141592653589793116e+00 3.605240262590598821e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.106572211738956341e-01 -2.186689458739419500e-01 -3.217505543966421855e-01 0.000000000000000000e+00 2.914567944778670983e-01 1.973955598498807473e-01 9.966865249116203807e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.819842099193150542e+00 3.141592653589793116e+00 3.463343207986435690e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.553590050042225723e+00 2.819842099193150542e+00 3.141592653589793116e+00 3.463343207986435690e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.243549945467614382e-01 -2.449786631268641157e-01 -3.587706702705721895e-01 0.000000000000000000e+00 3.217505543966421855e-01 2.186689458739419500e-01 1.106572211738956341e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.896613990462928889e+00 3.141592653589793116e+00 3.386571316716657343e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.677945044588987411e+00 2.896613990462928889e+00 3.141592653589793116e+00 3.386571316716657343e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.418970546041639080e-01 -2.782996590051113328e-01 -4.048917862850833771e-01 0.000000000000000000e+00 3.587706702705721895e-01 2.449786631268641157e-01 1.243549945467614382e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.944197093739912230e+00 3.141592653589793116e+00 3.338988213439674002e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.761086276477428214e+00 2.944197093739912230e+00 3.141592653589793116e+00 3.338988213439674002e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.651486774146267988e-01 -3.217505543966421855e-01 -4.636476090008061490e-01 0.000000000000000000e+00 4.048917862850833771e-01 2.782996590051113328e-01 1.418970546041639080e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.976443976175165762e+00 3.141592653589793116e+00 3.306741331004420026e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.819842099193150542e+00 2.976443976175165762e+00 3.141592653589793116e+00 3.306741331004420026e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.973955598498807473e-01 -3.805063771123649019e-01 -5.404195002705841633e-01 0.000000000000000000e+00 4.636476090008061490e-01 3.217505543966421855e-01 1.651486774146267988e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.999695598985629097e+00 3.141592653589793116e+00 3.283489708193957135e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.863292994584681672e+00 2.999695598985629097e+00 3.141592653589793116e+00 3.283489708193957135e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.449786631268641157e-01 -4.636476090008061490e-01 -6.435011087932843710e-01 0.000000000000000000e+00 5.404195002705841633e-01 3.805063771123649019e-01 1.973955598498807473e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.017237659043031428e+00 3.141592653589793116e+00 3.265947648136554804e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.896613990462928889e+00 3.017237659043031428e+00 3.141592653589793116e+00 3.265947648136554804e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.217505543966421855e-01 -5.880026035475675039e-01 -7.853981633974482790e-01 0.000000000000000000e+00 6.435011087932843710e-01 4.636476090008061490e-01 2.449786631268641157e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.030935432415897246e+00 3.141592653589793116e+00 3.252249874763688986e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.922923707715851194e+00 3.030935432415897246e+00 3.141592653589793116e+00 3.252249874763688986e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.636476090008061490e-01 -7.853981633974482790e-01 -9.827937232473290541e-01 0.000000000000000000e+00 7.853981633974482790e-01 5.880026035475675039e-01 3.217505543966421855e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.041924001098631258e+00 3.141592653589793116e+00 3.241261306080954974e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.944197093739912230e+00 3.041924001098631258e+00 3.141592653589793116e+00 3.241261306080954974e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.853981633974482790e-01 -1.107148717794090409e+00 -1.249045772398254428e+00 0.000000000000000000e+00 9.827937232473290541e-01 7.853981633974482790e-01 4.636476090008061490e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.050932766389048201e+00 3.141592653589793116e+00 3.232252540790538475e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.961739153797314561e+00 3.050932766389048201e+00 3.141592653589793116e+00 3.232252540790538475e+00 3.321446153382271227e+00 -1.570796326794896558e+00 -1.570796326794896558e+00 -1.570796326794896558e+00 -1.570796326794896558e+00 0.000000000000000000e+00 1.249045772398254428e+00 1.107148717794090409e+00 7.853981633974482790e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.058451421701351425e+00 3.141592653589793116e+00 3.224733885478234363e+00 0.000000000000000000e+00
